0.01,NaN,NaN,NaN,1141.469647380226,1665.1194505109343
0.005,NaN,NaN,NaN,883.078244819341,1135.655516702536
0.001,NaN,NaN,NaN,315.7361689224886,376.2230256299442
0.0005,NaN,NaN,NaN,192.9623255839183,186.35134602546646
0.0001,NaN,36.11511408466459,34.41057406283021,52.594442838759164,75.16169262999323
5.0e-5,NaN,15.379758766253788,24.824587191934405,46.838770948197194,99.00586862912297
1.0e-5,21.56605732747136,16.767117845598502,17.41846637759681,145.29084754322056,154.7084077563626
5.0e-6,18.2621347926725,21.36101614497563,33.428935989581866,NaN,NaN
1.0e-6,32.68526908093996,30.751098969265808,54.80841156284096,NaN,NaN
5.0e-7,31.90161229990982,46.348514428254575,45.84837115491462,NaN,NaN
1.0e-7,128.19417936110955,187.67880469484666,147.5332614688584,NaN,NaN
